content,class
"How do you forget you have a choice, and what the fuck, surviving a plane  crash has a 1/1000 chance of happening.",0
"she is a fool. this is a foolish video. the lyrics are all about her and  how great she is. she is arrogant, obviously. but the thing is that there  are a lot of idiots.. look how many hits this garnered. the young stupid  girls who listen to her are numbering in the millions i guess. this video  is a piece of trash. why would anyone ever like it or listen to it? because  these stupid little girls have idiots for fathers and mothers.. and so they  are going to turn into idiots also.. just like this stupid singer. ",0
":: ATTENTION : WE NEED 10 Million Views More for FIREWORK to Reach 500M .. We have only 1 and half day left for katy's birtgday. Listen How it could be possible?? &gt;&gt;JUST Open different Tabs from Different Browser &gt;&gt;Dont Watch Full Video, Remember We dont have time on hand, Its Time Wasting. View it only for 30 sec. Plz thumbs up and share",1
(( rapid facebook )) the free version of all colors and is characterized by  fast and beauty download now https://play.google.com/store/apps/details?id=com.rapid.facebook.magicdroid,1
Hey Katycats! We are releasing a movie at midnight UK time to celebrate  katy's 30th birthday! Be sure to subscribe to our channel and watch the  movie!,1
"I just realized that this verses in this song have the exact same melody as  the verses in ""Hey Ho"" by the Lumineers.",0
:-D âªâªâª This is my favorite song â¥,0
this song never get's old &lt;3 ,0
HAPPY BIRTHDAY KATY :) http://giphy.com/gifs/birthday-flowers-happy-gw3JY2uqiaXKaQXS/fullscreen  (ThatÂ´s not me),1
"Hey ! I know most people don't like these kind of comments &amp; see at spam,  but I see as free advertising . So please check out my cover of Sparks Fly  by Taylor Swift ! It is not the best ever I know, but maybe with some  encouraging words of wisdom from many of you I can become better! Please go  to my channel and check it out !",1
Www.youniqueproducts.com/joannagordon Younique by Joanna Gordon www.youniqueproducts.com,1
I like you . Katy Perry 600â²60â²6â²,0
Glad to know im not the only one who knows its katheryn's birthday today :)  happy birthday katy...and my sister. (they seriously have the same  birthday...),0
Katy Perry can't sing for shit. All i hear it autotune.,0
I fucking hate her. Why? Because she don't write her songs she got  producers for that. Second why tha fack is she in every song almost nude  mayby because she's an attention hooker.,0
Also LuckyMusiqLive she probably could help u make it big because I think u  have talent. Just look her name up on the internet. Hit me up when u get  this message,1
Check out my drum cover of E.T. here! thanks -&gt;   /watch?v=NO9pOVZ9OIQ&amp;list=UUltuCDIHsDeI01by1OW7WuQ,1
Put famous people in the jungle for an hour and look what happens.,0
"She kinda let herself go, huh?",0
we all love you Katy Perry &lt;3,0
Sign up for free on TSU and start making money on social media add/follow  me and ill add follow you!! http://tsu.co/Roberts9010,1
Love it when I can relate to my daughter's music. :-) Katy Perry - Roar  (Official): http://youtu.be/CevxZvSJLk8,0
Subscribe me and i subscribe you back!!,1
Katy Perry - Roar (Official)  #soundsofsunday   #music  ,0
"When I hear Katy singing this, I cry. The song has got depth.",0
Love it,0
People who believe in Illuminati are stupid the same people believe that  911 was made by the American government,0
plz subscribe to my channel i need subs and if you do i will sub back i  need help,1
please look up DHG SONGS this is my playlist with a bunch of amazing songs ,1
Hey! I'm NERDY PEACH and I'm a new youtuber and it would mean THE ABSOLUTE  world to me if you could check 'em out! &lt;3  Hope you like them! =D,1
00 : 39 Im pretty sure that tiger just wanted a hug,0
http://vimeo.com/106865403,1
this song gives me strength! love her lyrics. this video really brings the  lyrics to life. I'm getting known fast because i rap with meaning.. thumbs  up if you piss next to the water in the toilet so its quiet...,1
http://minhateca.com.br/mauro-sp2013/Filmes+Series+Desenhos+Animes+Mp3+etc,1
https://www.facebook.com/antrobofficial,1
i love you katy perry because you will sing nice than shakira,0
http://hackfbaccountlive.com/?ref=4344749,1
 Facebook account HACK!! http://hackfbaccountlive.com/?ref=4477063,1
I love katty perry,0
The Perry you're doing a good job good job I love all of their videos and  by the way can you please describe to my channel please please please  please I'm trying to get as many comments to Skyburst lights is a cancer  and get famous please,1
I did a cover if u want to check it out THANK U.....Michael Age 8,1
EVERYBODY PLEASE VOTE KATY AT EMA 2014 !!!!!  Best song  Best female Best pop Best live Best look  Best video  PLEASE VOTE KATY !!!!! PLEASE PLEASE PLEASE !!!!! VOTE VOTE VOTE !!!!! KATY KATY KATY !!!!!,1
Îh my god ... Roar is the most liked video at Vevo .. while 2 months ago  was Justin's Baby.. congrats Katy . Applause &lt;3 ,0
https://soundcloud.com/j-supt-fils-du-son/fucking-hostile,1
https://www.facebook.com/myfunnyriddles,1
Hi everyone! Do you like music? Then why not check out my music channel.  The LEXIS band will be uploading their own songs and covers soon so don't  miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one  click. -&gt;,1
https://www.facebook.com/photo.php?fbid=313454548839369&amp;set=a.207230212795137.1073741825.100005244783212&amp;type=1&amp;theater  1111111111111111111,1
I'd rather hear some propa explicit gangsta rap insted of this garbage.  This song is trash !,0
"DAMNNNNNNNN, she is sexy O_O",0
Such a good song ans Katy sounds great over the melody. Im growing as an  artist everyday from my hit song 'CRAZY' which has got my name out there.  cant thank my fans more for their support. If you could take a moment? to  check it and my music? maybe you'll join me to make my dream come true :)  thank you for your time,1
I LOVE YOU!!! Because u make me smile when im sad you cheer me up with your  beautiful songs (: &lt;3,0
"This song is the most boring, asinine song I have ever heard. Coming from a  guy who liked ""Teenage Dream"" (the song). Ever since Katy Perry's divorce  it's wave after wave of shitty but successful songs... For those of you  saying ""This is the next wave of pop music"". Stick it up your ass. Katy  Perry is like Silly Putty. ",0
Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8. I love this song  and video Katy Perry Rocks Wahoo! ðð,0
And somehow she has access to makeup in the middle of the woods...,0
It looks so real and my daughter is a big fan and she likes a lot of your  songs.,0
"I can't comprehend why this video has nearly 700,000,000 views. Some people  found 'Gangnam Style' funny so that explains its high view count but this  is just an awful pop song. I really have no clue on this one.",0
"Lets be honest, you wouldn't last 1 day on your own in the jungle. Stop  living n a fairy world.",0
me segue ha  https://www.facebook.com/marcos.sousa4?fref=ts,1
"Nature is beautiful, no need to place tits in video to impress people.",0
This is so stupid. If you Roared at a Lion in real life you'd dede,0
This song is so AWESOME!!!She made everything stand out and all the viewers  could imagine themselves at the setting of the video. Awesome Job Katy  Perry!!!!,0
Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8,0
Katy Perry is lion,0
"People, here is a new network like FB...you register also free, the  difference is only that you get paid for sharing, commenting and liking  posts and so one...don't waste your time on fb for sharing and not being  paid!! Register here to make also money with your everyday posts!!  https://www.tsu.co/slema13 Wellcome to everyone! ;)",1
"I've figured out why I dislike this song: it's supposed to be a power  ballad right? Something that's uplifting and motivating by the end.  However, the final chorus has NO extra UMPH at the end and actually sounds  just like the first one. Instead of crescendo-ing into a powerful finish,  ""Roar"" just says on the same wavelength. It falls flat.",0
i like this song the video goes perfect with it,0
"""....because I AM a champion...and you're gonna hear me roar!""   Today I AM my own champion  Today I AM a champion for the Creator  Today I AM doing positive in my world Today I AM blessing and healing all around me Today I AM successful and  creating success  ",0
"#nowplaying ""Weekendmix"" track 04 : Katy Perry - Roar (DJ Denis Shmelev &amp; DJ Alex Serov Remix) http://youtu.be/CevxZvSJLk8   Listen live at: www.smartfm.nl/livestream.html",1
Katy Perry's songs are the best of the songs of women artists.,0
i like this song because of all the animals and i like this song .,0
http://www.wattpad.com/story/26032883-she-can-love-you-good,1
I love this song so much!:-D I've heard it so much I pretty much memorized  the lyrics,0
"Hey Guys, I know you tend to skip these comments, but Take a look first.  I am Free Fire, A Big Room, Progressive House, Deep House, Dubstep &amp;  Chillstep Producer from a small town in Missouri. Down here, I have no  support from the community, and all I really ask is some critiquing,  Support, and Views.   My Music has gotten much better then what it was 10 months ago, and I  promise my new content should be more then satisfying. Soon I should be  able to advertise and I wont pester you guys anymore.  So gimme a chance and check out my music, thanks and god bless.",1
For latest movies 2014 please visit this site  http://www.networkedblogs.com/p/11cPWb?ref=panorama,1
I love that you subscribed,1
https://www.tsu.co/ToMeks Go register ;) free money;),1
"great song, but we all know that Katy buys her views..",0
check out mah girl it duh shit yo,1
Check out this video on YouTube:Facebook lhudygirlamaya ,1
"Hey yall its the real Kevin Hart, shout out to my fans!!! follow me +RealKevinHeart ",1
Check out my acoustic channel ,1
â«I know someone will see this â¥ I have a dreamâ¦ I donât have the greatest videos or the best quality Right now I feel like i'm not getting anywhere and I need your help â« If you could possibly watch my videos it means the world to me â¥ Please thumbs this up so others can seeâ¦ I appreciate it so much â¥â« Please listen before you hate. Honestly i  appreciate it so much  You donât have to love me just give this 17 year old a chance,1
"https://apps.facebook.com/my-polls/utsitcompetition2014?from=user_link&amp;ref_id=ouxg5e .  Please open this link and vote for  anand niketan international school, the  project name is project Fr-e-dom and share it with  yours friend.",1
I hate videos like these with those poor animals.,0
Hii youtube,0
nice ..very nice,0
I love this song!!!,0
*KATY YOU ARE A SHIT GO DIE!!!!!ROAR IS A FLOOOOOOOOOOOOOOOOOOOOP*,0
 I love your music ,0
My 6th grade teacher looked exactly like Katy Perry come to think of it...,0
curti? click here ?  https://www.facebook.com/demiilovatofas?ref=hl   https://www.facebook.com/pages/Frases-Secretas/448800865296855?ref=hl,1
http://www.ermail.pl/dolacz/UnNfY2I=                  Please click on the  link,1
Come check out our parody of this!,1
Please subscribe to us and thank you,1
PLEASE VOTE FOR ME FOR THE WET SEAL MODEL 2015 CONTEST! MY INSTAGRAM  USERNAME IS destinyforever_  http://www.wetseal.com/modelsearch15/modelsearch15.html,1
"SIMPLY PUT, OUR CUSTOMERS LOVE US... and so will you!https://www.facebook.com/greenleader",1
https://binbox.io/DNCkM#qT4Q1JB1,1
"Almost 1 Bil. What? Wow, GS sucks, in my opinion.",0
Katty is the best! ! ! ! ,0
That was very good I mean very very much good ,0
This song means so much to me thank you  soooooooooooooooooooooooooooooooooooooooo much:-) Xxx,0
&lt;3,0
"KATY PERRY, I AM THE ""DÃCIO CABELO"", ""DECIO HAIR"". I AM 60 YEARS OF AGE. I  DON""T HAVE FAMILY. I""M SINGLE. ALONE. HOMELESS. I WAS AN ALCOHOLIC: 15 AT  THE AGE OF 46. I AM AN INVISIBLE COMPOSER. MY DREAM IS TO RECORD MY SONGS.  COULD YOU HELP ME? PLEASE! PLEASE! I TRUST THAT THE YOU WILL GIVE ME A  CHANCE. I HAVE 109 VIDEOS IN THE YOUTUBE: deciocabelo canal. KATY PERRY, I  WAS BORN IN OCTOBER 25, TOO. THANK YOU VERY MUCH!!! DECIO HAIR.",1
Honestly speaking except taylor swift and adele i don't lile any of the  modern day singers. But i must say whenever i hear this song i feel  goosebumps. Its quite inspiring!! Thanks miss Perry!,0
who is going to reach the billion first : katy or taylor ?,0
"<a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=2m19s"">2:19</a> best part",0
wierd but funny,0
"Hey guys, I m a human.<br /><br /><br />But I don t want to be a human, I want to be a sexy fucking giraffe.<br /><br /><br />I already have the money for the surgery to elongate my spinal core, the surgery to change my skin pigment, and everything else! Like this post so others can root me on in my dream!!!!<br /><br /><br />Im fucking with you, I make music, check out my first song! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23giraffebruuh"">#giraffebruuh</a>",1
Party Rock....lol...who wants to shuffle!!!,0
Party rock,0
Shuffle,0
Omg,0
This song is just really fun ,0
Awsome<br />,0
wow!!!!!! increible song!!!!!!!!!,0
I love this song so much,0
2015 LIKEEE,0
I miss when people dressed like this.,0
2011- the last year of decent music.,0
Best song ever!!!!,0
"super nice, love musique",0
wowwwwwwwwwwwwwwwwwwwwwwwwwwwwww,0
PARTY ROCK (8) ~,0
Thumbs up if you watched it in 2011,0
this is increidebl,0
LMFAO!!!!!!!!,0
just :( superr!!!,0
2015!! LLIKEE!!,0
Yeah! Let s start the party!,0
This awesome song needed 4 years to reach to 800 mil views while Tango Switch bitch needed 1 year. its not fairrrrrrr,0
NICE GIRL :D,0
I remember back when this was so popular everyone on our school was shuffling it was crazy,0
LMFAO!,0
Super awesome video<br />,0
JUST DANCE 3 ððð,0
"This Will Always Be My Favorite Song<br />But My Favorite Part Is <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=3m40s"">3:40</a>-<a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=4m11s"">4:11</a> In The Video ",0
