g1freelunch,g1absent,g1readscore,g1mathscore,g1listeningscore,g1wordscore
0,9,553,601,601,524
1,27,492,549,596,486
0,4,553,553,577,551
0,4,651,578,577,601
0,6,544,549,562,551
0,10,533,562,559,524
1,3,604,523,562,601
1,18,503,562,551,514
0,6,536,529,574,536
1,1,441,444,504,390
1,2,501,553,580,499
0,11,533,520,543,536
0,1,629,572,606,601
0,25,512,529,601,493
0,0,629,584,618,601
1,9,579,557,574,577
1,2,571,535,568,551
0,9,536,562,611,506
0,5,590,612,685,577
1,0,558,567,554,551
1,1,469,486,565,493
1,4,448,515,577,421
0,7,530,538,611,481
1,0,553,523,554,551
0,2,503,451,517,499
1,0,475,520,554,486
1,1,482,481,538,470
0,1,530,523,574,536
1,0,480,493,559,499
1,3,425,468,517,381
0,0,548,549,618,536
0,11,519,562,606,514
0,3,558,557,580,577
0,1,558,592,685,551
0,15,604,578,634,577
1,3,548,584,634,536
0,8,530,553,541,551
0,2,571,545,625,551
1,3,564,545,565,551
1,4,505,518,596,493
0,4,494,562,565,499
0,3,475,529,588,475
0,1,553,535,611,601
1,3,501,515,556,486
0,7,571,584,596,551
1,4,604,578,580,577
0,5,442,463,524,451
0,4,564,578,588,577
1,1,472,507,536,475
0,10,507,557,565,486
1,2,604,529,568,601
1,65,472,474,551,475
0,6,579,553,571,551
0,6,503,505,574,499
0,6,544,601,606,514
0,3,509,529,588,499
0,1,579,584,592,551
1,10,495,542,584,514
0,0,536,601,588,506
0,7,497,523,556,493
0,3,604,592,596,601
0,0,558,553,606,551
0,0,548,549,559,577
1,3,492,477,548,506
0,0,553,526,565,536
0,5,651,584,645,601
0,12,469,497,551,465
0,8,533,542,618,524
0,5,530,567,571,481
1,18,590,578,611,551
0,5,497,529,606,499
1,17,604,549,577,601
0,11,604,578,606,577
0,18,590,572,645,577
0,4,564,557,592,577
1,5,530,549,546,524
1,3,604,542,571,601
1,1,439,493,574,410
0,10,527,562,588,536
1,11,448,497,543,456
0,0,579,553,568,524
1,14,483,526,577,486
0,3,553,592,562,536
0,7,548,549,592,577
0,4,629,612,660,601
0,18,540,523,592,536
0,5,521,562,577,514
0,13,490,532,574,499
0,6,544,592,660,536
0,2,629,578,618,577
1,22,530,507,559,536
0,0,564,549,574,577
0,13,629,592,625,601
0,9,579,653,592,601
0,7,540,523,574,524
0,0,558,545,562,551
0,6,604,549,660,577
1,5,524,584,571,577
1,0,651,601,625,601
0,9,571,572,571,577
0,1,516,584,580,536
0,3,494,493,521,475
0,11,495,553,546,524
1,5,465,538,551,456
0,7,604,578,559,601
1,0,548,538,529,536
0,13,533,601,611,577
1,6,571,612,660,551
0,6,604,612,592,601
0,1,436,497,577,416
1,7,536,523,584,524
0,5,651,676,606,601
1,7,465,490,546,451
1,3,590,578,596,601
0,3,590,592,606,577
0,5,590,653,645,577
0,9,558,542,611,551
0,18,651,572,611,601
0,9,564,549,596,577
0,0,519,542,606,536
1,15,451,474,517,441
1,12,490,532,577,481
1,22,530,497,556,577
0,0,497,500,565,499
0,16,629,676,645,577
1,6,579,520,577,536
0,0,579,612,634,536
0,0,651,584,596,601
0,4,521,538,571,514
0,11,548,532,580,536
0,1,629,584,601,577
1,8,536,512,568,524
0,3,629,601,625,601
0,0,629,553,592,601
0,2,527,520,565,499
0,5,558,549,601,524
1,18,482,515,568,493
0,15,651,592,660,601
1,0,495,523,577,475
1,3,505,532,601,493
0,2,553,601,645,524
1,2,519,545,548,514
1,3,487,538,588,481
0,5,651,601,606,601
0,7,482,520,546,470
0,8,540,567,577,577
0,5,579,592,568,601
0,3,604,584,634,601
0,5,521,505,606,536
0,0,590,562,660,536
1,13,488,523,538,475
0,9,590,538,546,577
0,1,507,488,565,514
1,2,533,477,568,536
0,4,571,557,596,577
0,3,460,486,554,446
1,3,530,567,611,577
0,4,509,535,606,470
1,4,445,449,524,446
1,4,456,477,524,456
0,23,485,507,577,486
0,10,651,567,568,601
1,7,604,572,601,601
0,0,483,553,559,456
0,17,448,465,509,421
0,2,558,572,562,536
0,6,501,545,554,475
1,2,497,507,577,470
1,2,540,592,618,524
1,19,438,474,529,426
1,7,453,488,548,446
0,9,629,627,618,577
0,1,466,456,551,451
0,5,571,523,562,601
1,18,558,592,645,536
1,0,490,532,526,486
1,8,604,567,568,577
1,3,445,495,554,441
1,17,579,578,592,551
0,8,604,572,588,577
0,4,651,612,601,601
1,0,558,584,606,601
0,1,651,601,601,601
0,2,512,495,568,536
0,8,533,518,546,551
0,10,651,627,611,601
0,4,579,592,625,577
1,3,485,497,548,506
0,0,521,520,531,536
1,10,431,472,534,436
0,7,519,553,606,514
1,1,456,490,580,441
1,5,472,495,556,475
1,14,477,484,534,486
0,11,651,612,606,601
0,11,604,584,574,551
0,4,544,545,559,524
1,11,548,526,577,536
0,13,629,562,556,601
0,0,501,526,577,493
0,1,629,584,588,577
0,9,509,553,577,524
1,24,521,481,556,514
0,12,651,627,660,601
0,4,451,518,529,436
0,7,629,601,606,601
0,6,604,627,596,577
1,8,514,578,588,524
1,9,579,502,577,551
0,3,553,557,571,601
0,3,651,653,625,601
0,2,629,601,625,577
1,50,436,477,514,421
0,10,590,584,606,551
0,10,604,553,584,601
0,4,629,584,618,601
0,2,524,510,554,536
1,1,629,572,592,577
0,1,553,545,611,577
0,8,604,572,592,551
1,16,579,567,577,601
1,7,494,545,546,506
0,30,548,529,554,524
0,12,527,500,521,506
0,4,540,553,554,536
0,1,472,507,524,460
1,4,472,538,562,486
1,5,488,538,618,499
1,0,412,430,512,381
1,17,454,510,531,451
1,1,483,493,536,486
1,0,445,468,496,426
1,37,453,470,548,470
0,13,548,520,526,536
1,7,494,601,562,475
1,3,544,567,543,577
1,10,516,562,571,506
0,3,604,572,596,577
1,11,590,518,571,536
1,19,503,520,538,514
1,3,478,500,534,493
0,1,553,627,601,514
1,0,428,470,536,421
0,5,490,538,592,499
1,12,448,477,541,451
1,5,483,505,543,499
1,3,469,490,551,456
0,3,533,545,562,577
0,14,519,535,601,524
0,10,453,505,554,465
1,8,457,495,524,426
0,1,530,495,574,536
1,2,519,535,546,551
1,2,512,562,577,514
1,29,466,472,554,456
0,7,505,545,588,506
0,5,651,612,625,601
0,0,478,505,548,470
0,26,514,553,584,493
0,7,604,653,606,577
0,1,501,520,538,506
0,10,629,653,685,601
0,13,558,612,645,536
0,9,571,553,606,536
1,1,501,518,536,493
0,5,501,532,625,499
0,2,548,542,562,577
0,2,477,515,556,456
1,3,558,495,559,499
0,6,629,612,645,577
0,0,571,578,618,551
1,4,509,523,565,514
0,5,558,584,596,601
0,14,465,490,543,460
0,0,579,518,562,577
1,1,519,542,618,506
1,0,536,518,601,536
1,5,494,472,546,475
0,3,521,562,554,524
0,1,465,472,548,446
0,19,548,553,645,524
0,5,553,572,592,577
1,5,488,474,526,486
0,9,505,520,584,506
0,5,571,542,565,551
0,4,503,538,568,577
0,3,629,592,618,601
0,13,503,512,556,506
1,1,456,493,517,431
1,20,533,532,596,499
0,7,540,567,645,506
1,2,444,461,501,441
0,10,604,578,568,577
0,4,629,592,611,577
0,0,629,572,685,577
0,9,483,557,584,481
1,3,516,500,584,514
0,2,516,535,536,499
0,0,590,567,554,577
0,0,629,572,592,601
0,0,629,601,588,601
0,11,487,507,565,499
1,4,604,676,625,601
0,0,629,584,592,577
0,6,507,500,588,514
0,4,540,518,580,536
1,1,472,486,534,481
0,5,629,572,634,577
0,8,629,520,568,601
0,3,651,592,601,601
0,10,558,572,601,601
0,1,497,477,519,514
0,15,471,502,543,451
1,2,548,520,543,551
0,3,604,592,611,601
0,2,651,584,577,601
1,3,480,512,543,475
0,9,472,481,504,475
1,11,499,515,559,481
1,0,564,592,606,577
0,1,527,532,556,514
0,0,507,493,571,506
1,5,495,523,562,493
0,6,478,515,543,481
0,22,604,572,592,577
0,0,571,584,562,524
1,4,521,510,529,506
0,2,544,584,611,524
1,1,503,488,534,493
1,12,478,470,541,451
1,2,468,523,574,470
0,4,579,572,685,601
0,12,604,592,596,577
0,8,590,584,556,577
0,8,651,612,592,601
1,0,450,472,519,493
1,0,444,488,548,421
1,4,436,472,529,421
1,3,447,515,519,441
1,4,457,512,538,441
1,4,469,477,536,470
1,11,521,578,554,514
1,6,456,490,551,451
1,4,474,500,596,460
1,3,466,500,541,465
0,12,512,507,611,499
1,7,512,538,596,506
1,0,544,545,611,601
1,1,516,461,559,577
1,7,487,493,509,493
1,6,474,497,541,475
1,6,448,507,556,441
0,0,544,572,568,601
1,4,499,518,554,493
0,1,548,495,592,536
0,7,651,627,625,601
1,11,466,526,588,446
1,14,558,538,565,551
0,0,544,572,584,524
1,17,499,523,577,514
1,24,447,451,534,416
1,1,445,518,562,456
0,13,456,488,559,460
0,3,465,507,524,451
1,4,462,488,517,475
1,25,482,479,531,431
1,18,462,532,546,460
0,3,651,601,556,601
1,5,480,493,529,506
1,1,483,458,504,475
1,2,462,472,541,456
1,14,469,518,543,470
1,3,590,601,611,577
1,5,571,479,580,551
1,1,514,479,512,499
0,0,553,532,541,551
1,26,521,562,568,514
1,15,536,532,618,577
0,4,442,481,512,416
1,4,442,468,524,456
1,2,505,512,584,499
1,1,516,542,571,551
1,3,459,463,529,470
0,1,492,505,543,465
0,10,492,497,521,493
1,14,485,532,571,441
1,5,514,470,536,506
0,7,501,538,577,481
0,6,564,493,526,536
1,3,448,518,526,456
1,1,579,529,562,577
1,4,521,505,584,524
0,4,472,510,562,481
1,6,492,512,548,481
1,8,533,518,541,551
1,1,579,584,565,577
1,8,533,529,562,577
1,3,516,529,536,536
1,0,629,538,559,577
1,10,487,542,554,475
1,4,469,479,536,456
1,8,553,484,524,577
1,4,521,502,548,551
0,9,590,535,577,601
1,6,447,439,521,431
1,5,447,465,514,431
1,2,421,474,538,381
0,2,468,505,571,470
1,12,423,446,529,390
1,4,434,502,551,416
1,4,527,612,577,536
1,2,478,497,534,481
0,5,512,500,538,524
1,2,564,502,526,601
1,16,474,512,541,470
1,3,509,578,588,506
1,7,571,601,634,577
0,4,530,557,580,524
0,14,571,567,588,577
0,0,536,557,580,536
1,4,497,529,521,486
0,3,524,490,568,524
1,84,414,451,506,397
0,9,503,507,565,524
1,10,478,493,554,493
0,2,442,470,568,436
0,8,533,584,645,536
1,3,629,627,660,601
0,5,514,545,562,524
1,8,524,510,534,524
1,16,475,479,543,470
0,0,471,500,551,460
1,24,530,512,521,577
1,11,436,456,512,451
1,19,451,497,551,475
1,15,499,518,538,536
0,2,564,512,588,551
1,4,456,520,543,436
0,3,540,535,565,536
0,3,558,497,571,536
0,0,509,553,596,506
1,9,466,488,524,456
0,2,629,612,611,577
0,6,604,529,584,577
0,2,494,529,565,506
1,3,480,526,529,486
1,5,651,592,645,601
1,15,465,495,524,470
1,1,499,562,574,465
0,8,524,549,531,506
0,10,629,592,685,577
1,15,564,538,562,536
1,5,629,553,574,577
1,26,482,515,559,470
0,3,571,601,634,536
1,9,544,572,577,524
0,3,553,601,634,536
1,5,629,612,571,577
1,7,629,601,606,601
0,6,604,567,606,577
0,4,629,627,625,601
0,4,564,572,625,577
0,10,571,562,574,577
1,6,463,523,546,460
0,5,495,532,580,499
0,6,530,584,596,514
1,7,516,507,596,577
1,3,521,592,606,499
1,4,629,584,588,601
1,17,492,557,584,551
0,6,558,526,580,536
1,3,462,490,534,441
1,20,439,465,541,451
1,5,544,562,568,536
0,3,501,553,571,486
1,6,459,472,534,421
1,4,544,518,571,536
1,2,524,542,596,551
0,3,564,612,660,601
0,1,604,557,601,577
1,8,558,557,601,577
1,6,438,477,536,431
0,8,629,526,580,601
1,25,480,454,526,465
1,49,488,515,562,470
0,2,571,578,611,551
1,11,629,627,601,577
0,0,482,572,565,470
0,7,629,592,606,601
0,0,571,512,592,551
1,13,490,502,551,499
0,9,590,627,645,551
0,9,579,567,618,551
1,2,501,553,565,506
0,12,579,567,611,577
0,8,629,557,565,601
1,9,474,468,519,486
1,3,590,584,634,577
0,9,579,553,577,577
1,25,434,500,546,404
1,6,499,520,551,506
1,16,475,486,531,481
0,1,590,562,596,577
0,1,564,502,559,551
1,8,439,477,554,451
1,2,495,512,571,486
1,11,457,474,521,460
0,2,514,512,538,493
1,17,497,474,534,506
1,0,544,520,565,536
0,0,571,545,625,536
1,3,465,505,519,465
0,15,548,523,554,536
0,8,564,592,625,524
1,17,590,553,618,601
0,1,579,567,568,577
0,0,651,627,592,601
1,2,448,486,517,446
1,10,519,523,559,551
0,19,530,529,551,499
0,9,519,549,551,536
1,6,483,545,565,465
1,4,475,542,554,446
1,11,501,497,546,475
1,3,482,538,601,481
0,3,536,567,574,506
0,11,472,515,546,486
0,6,477,505,577,493
1,15,459,481,509,446
1,6,527,535,534,524
1,0,468,515,584,460
0,9,548,518,588,524
0,3,590,557,634,601
0,9,579,567,634,536
0,9,590,526,584,577
0,14,503,507,574,499
0,10,544,520,580,577
0,5,571,538,574,601
0,4,571,592,606,551
1,4,497,497,538,551
1,24,482,562,625,486
1,19,507,538,577,493
1,7,468,486,531,451
0,6,651,676,634,601
1,2,604,601,611,577
0,3,558,549,611,601
1,9,544,572,571,524
0,2,604,572,580,577
1,3,492,495,521,486
1,10,454,458,517,451
0,8,579,572,584,577
0,2,499,553,584,499
0,1,604,578,592,601
0,9,590,584,625,601
1,11,488,523,556,486
1,21,536,515,571,536
1,0,454,486,546,465
1,5,505,523,538,551
1,8,451,486,556,460
1,10,492,523,565,493
1,10,468,484,541,460
1,7,524,567,601,524
1,1,548,545,554,524
1,2,629,578,611,577
0,17,475,477,524,486
0,6,530,549,634,524
1,11,442,463,571,426
0,4,494,584,596,499
1,3,478,493,531,475
0,3,548,557,574,524
1,2,492,562,577,499
0,0,579,505,568,551
1,16,433,481,514,416
0,11,521,497,606,524
0,8,533,538,592,514
0,13,651,562,592,601
0,5,629,612,611,577
0,14,485,535,543,486
0,2,553,627,634,551
0,4,629,653,611,601
1,4,428,456,514,421
0,14,442,465,529,426
1,7,438,436,521,426
1,1,459,512,562,436
1,17,453,461,517,451
1,28,451,481,536,465
1,9,463,470,517,456
1,3,501,578,588,514
1,3,604,592,568,601
1,8,480,553,529,475
0,9,604,572,571,577
1,2,536,592,574,499
1,0,553,584,606,524
1,2,590,592,577,536
1,4,468,477,531,441
1,9,604,572,592,601
1,3,438,446,517,436
0,9,544,549,611,601
0,6,629,612,645,577
1,1,536,549,548,577
1,9,474,538,538,493
0,2,469,507,559,470
0,0,604,612,645,601
0,10,571,584,584,601
1,5,497,507,543,499
1,5,475,490,548,475
1,5,533,529,606,601
1,1,604,592,618,577
0,7,521,545,543,514
1,7,521,553,546,499
1,1,564,523,559,551
1,14,480,500,541,460
0,9,590,512,554,601
1,2,505,472,536,514
0,2,483,502,524,506
1,4,485,505,531,514
1,17,494,512,568,514
0,6,474,422,529,514
1,3,604,562,565,577
1,2,519,486,538,524
0,4,477,515,574,470
1,10,564,584,580,577
0,2,468,545,565,465
1,9,507,526,565,493
0,2,487,495,562,493
1,0,468,532,559,451
0,0,477,523,543,460
1,18,505,488,517,493
1,2,477,515,548,506
1,0,436,446,529,431
1,9,571,572,596,551
0,14,571,601,596,551
0,2,553,557,588,536
0,7,629,538,580,601
1,3,516,578,618,506
1,8,527,578,580,536
1,10,548,567,571,577
1,7,485,549,574,499
1,8,512,484,509,493
0,10,516,529,611,493
0,8,447,505,531,431
1,2,465,572,577,451
1,4,512,518,541,499
1,13,499,493,568,499
1,22,444,479,548,465
1,21,536,515,568,551
1,9,414,441,512,421
0,3,604,535,601,601
0,3,488,505,580,493
1,6,579,572,634,551
0,26,472,526,559,481
0,9,558,545,559,577
0,1,507,532,577,524
1,3,564,567,580,536
0,3,499,507,524,514
1,16,590,578,618,601
0,3,604,578,588,601
1,1,497,510,531,524
1,13,501,500,541,486
1,2,472,500,548,481
0,2,533,572,592,524
0,5,463,557,577,465
0,4,629,653,584,601
0,8,629,612,618,601
1,5,451,456,546,460
0,11,494,562,618,506
1,5,604,567,556,601
0,0,571,529,574,536
0,15,544,562,580,577
1,0,533,538,568,524
0,3,492,557,584,493
1,0,533,612,596,514
1,8,490,512,548,486
0,3,590,557,580,577
1,0,488,510,584,493
0,3,527,535,601,506
0,11,536,612,634,524
0,11,533,553,584,551
0,1,451,474,554,451
0,2,629,549,584,577
0,1,471,520,556,475
0,9,536,557,571,514
0,2,487,538,565,486
1,7,462,490,551,475
0,8,564,562,634,577
1,6,507,572,645,506
0,6,540,567,588,506
1,10,544,553,562,551
0,8,558,545,562,601
1,0,527,627,556,514
1,2,553,567,574,577
1,1,536,562,559,577
0,1,512,479,538,499
0,0,564,502,538,601
0,6,459,529,524,451
0,10,478,500,538,481
0,1,548,627,584,524
1,1,492,535,529,499
0,10,571,562,606,577
0,2,590,572,618,551
0,0,651,567,580,601
1,2,571,572,625,577
1,10,571,562,541,551
1,10,494,545,568,486
0,0,604,601,625,577
1,5,512,490,546,524
0,8,448,449,506,456
0,8,651,601,618,601
1,9,533,515,568,577
1,12,514,557,562,601
0,13,533,627,660,514
0,5,527,557,562,536
1,6,474,500,536,460
1,1,428,449,521,404
0,16,463,488,529,470
0,2,629,562,592,577
0,12,579,553,611,577
1,1,497,518,554,499
0,9,564,529,543,601
0,3,558,567,538,601
0,7,485,500,574,456
0,6,478,545,568,451
1,1,651,470,546,601
1,7,441,490,534,456
0,0,485,538,577,470
0,3,483,520,580,475
0,0,564,553,574,536
1,7,487,479,517,470
0,11,540,578,580,577
1,6,472,532,548,456
1,15,468,500,538,470
1,3,530,553,534,524
1,4,497,505,534,475
1,15,426,470,501,436
1,6,478,526,574,486
1,1,499,535,592,506
1,3,564,601,618,536
1,1,495,529,546,499
1,9,488,518,536,499
0,6,564,592,577,551
0,4,536,549,571,524
1,11,462,497,543,451
1,7,466,495,548,460
1,7,474,500,536,475
1,7,474,486,536,470
0,5,516,510,534,493
1,17,507,463,546,536
1,34,483,493,562,470
1,17,426,479,531,390
1,7,468,474,501,470
1,10,536,545,571,551
1,2,553,578,596,601
0,12,590,572,645,601
1,3,492,472,517,524
1,19,497,535,568,551
1,5,521,479,554,493
1,5,487,502,568,499
1,14,548,529,536,551
1,1,485,515,531,506
0,5,651,572,577,601
1,8,497,542,574,493
0,2,553,532,568,551
0,3,456,495,577,446
1,5,483,515,541,465
0,8,564,529,568,577
1,11,482,461,554,499
1,5,530,572,580,536
0,15,456,542,588,451
1,1,544,557,543,524
1,3,564,523,565,551
1,21,604,627,625,601
0,7,527,518,568,536
1,32,604,553,592,601
0,1,512,510,562,506
0,1,540,592,601,536
1,0,483,532,536,493
1,14,474,549,568,456
0,5,507,526,571,506
1,19,441,461,556,421
1,7,492,486,534,499
0,0,530,584,645,506
1,0,444,526,538,426
0,14,579,549,588,536
1,10,512,518,548,551
1,6,507,486,580,551
0,14,651,584,660,601
0,9,571,584,634,577
0,0,503,518,556,493
0,0,512,542,559,486
0,0,558,538,543,536
1,1,463,497,531,451
0,4,544,553,592,506
0,6,604,612,634,601
0,9,509,592,606,493
1,11,492,532,565,486
0,1,553,532,568,524
0,7,501,510,565,506
0,3,629,572,618,577
1,0,465,545,580,456
0,2,540,529,580,524
0,6,548,542,618,551
0,5,571,584,592,551
0,4,480,542,551,460
1,7,530,515,531,577
0,0,505,470,548,499
0,3,604,584,625,577
0,4,629,578,580,601
0,3,501,502,565,493
0,14,540,526,543,524
1,4,536,490,526,577
1,4,494,500,551,551
0,0,480,505,562,481
1,1,507,472,548,514
1,3,629,542,556,601
1,1,463,505,543,460
0,2,564,567,584,577
0,0,512,562,592,506
1,13,462,470,498,460
0,2,629,553,562,601
0,0,536,562,577,524
1,8,501,557,551,514
1,3,492,538,556,506
1,4,527,523,565,536
0,11,474,512,551,470
0,12,477,493,577,465
1,2,544,507,554,514
1,9,492,520,536,486
1,1,475,502,571,475
1,3,530,535,565,493
1,2,465,500,524,451
1,7,651,592,551,601
1,1,571,545,611,577
0,0,651,592,660,601
1,15,512,526,559,506
0,6,571,567,596,577
0,3,527,592,625,493
1,14,450,486,529,431
0,3,460,479,543,446
1,6,495,545,571,465
1,0,451,488,580,441
1,2,558,549,618,536
0,0,512,578,596,475
0,8,530,545,606,601
0,14,447,481,574,431
0,1,533,520,534,536
0,3,533,505,580,551
0,8,501,562,625,499
0,12,604,535,584,601
0,5,629,653,645,601
0,7,571,549,601,577
0,9,604,557,584,601
1,17,454,493,551,446
1,0,519,562,574,577
1,8,490,562,554,493
0,0,579,529,548,577
1,18,553,510,536,524
1,1,651,572,611,601
1,3,530,532,559,524
1,3,505,545,538,524
0,5,564,584,618,551
0,5,459,553,529,475
0,6,590,538,571,551
1,26,472,481,554,460
1,11,444,468,541,441
0,13,488,518,565,506
1,34,412,449,534,343
0,6,604,557,645,601
0,0,590,592,601,601
0,10,478,505,565,481
0,10,507,532,584,506
0,7,487,497,526,481
0,4,536,572,541,551
0,7,553,572,601,524
0,2,590,553,588,601
1,8,530,535,541,536
0,7,475,505,543,460
0,16,507,545,577,506
1,4,544,592,625,524
1,13,521,518,538,551
1,12,426,465,531,416
1,10,428,472,501,421
0,0,530,562,571,577
0,9,553,562,611,536
0,17,519,578,606,524
1,28,487,526,521,470
0,17,564,612,660,536
1,11,507,578,592,431
1,5,448,484,521,436
1,24,487,495,531,493
1,1,472,497,548,460
1,6,540,520,584,524
0,20,501,515,556,481
1,6,463,490,538,446
1,1,474,470,554,514
0,15,472,486,548,493
0,0,604,562,625,577
0,7,499,526,536,536
0,12,478,520,554,493
1,0,527,497,524,524
0,6,629,562,606,601
1,2,468,470,504,456
0,3,472,493,565,481
1,0,492,481,556,514
0,6,509,557,568,506
0,7,519,601,574,536
1,37,463,502,543,470
0,6,530,553,577,506
0,6,590,562,580,551
0,12,553,562,618,514
0,8,629,627,606,577
0,6,558,523,588,601
1,24,447,490,529,421
1,5,454,515,565,460
1,0,564,553,571,551
1,3,453,502,538,456
0,7,590,584,685,577
1,18,512,479,519,493
1,6,423,456,517,410
0,5,524,518,543,524
0,1,540,601,606,514
0,11,571,520,580,601
1,1,536,502,529,524
0,11,604,578,574,601
0,6,564,567,606,536
1,2,487,497,559,493
1,3,540,545,568,536
0,24,590,572,606,577
1,1,454,479,541,431
0,1,579,557,588,577
1,14,548,520,541,536
0,3,590,612,618,577
0,15,564,562,596,551
1,1,514,518,559,493
0,5,604,584,596,577
1,6,530,520,618,551
1,11,590,535,574,601
1,4,457,456,496,456
1,11,441,507,536,426
0,10,530,535,606,524
1,2,516,497,546,493
0,3,579,578,588,577
1,6,512,454,541,536
0,1,590,578,588,577
0,1,651,567,618,601
1,14,503,553,577,514
0,2,571,526,574,577
1,12,579,518,565,551
0,7,521,507,548,524
0,4,530,507,538,551
1,18,530,479,565,524
1,20,441,463,512,416
1,4,490,515,571,506
1,9,485,493,538,486
1,8,540,502,554,536
0,5,468,477,596,465
1,10,501,510,538,486
1,2,590,612,559,601
0,15,590,584,606,601
0,1,536,545,562,536
1,26,480,495,514,475
0,4,490,567,660,493
1,9,441,449,517,451
0,2,469,465,498,475
1,6,474,481,526,486
0,5,604,601,611,601
1,6,507,538,568,493
0,1,521,567,596,514
0,12,651,567,565,601
1,2,533,538,568,514
1,2,514,512,543,577
1,27,462,493,541,456
1,1,548,532,538,551
1,3,442,484,536,431
1,17,447,493,543,421
1,24,512,545,554,499
1,5,524,572,559,514
0,5,629,584,618,601
0,3,590,562,618,601
0,0,590,557,611,601
1,13,482,532,529,493
0,8,604,567,645,551
0,5,530,562,606,514
0,9,527,557,565,536
1,0,544,542,580,551
1,4,445,465,496,426
1,6,527,535,529,551
0,1,527,557,611,551
0,5,536,549,551,524
0,11,540,505,562,524
1,4,503,515,562,524
1,19,454,490,514,506
1,5,501,520,568,481
1,38,456,479,506,431
0,7,651,592,634,601
0,9,553,545,588,524
0,13,509,567,588,506
1,4,548,500,517,551
0,5,503,526,577,506
1,10,475,472,493,456
0,13,524,567,568,524
1,2,494,578,562,486
1,3,544,578,601,499
1,2,469,477,514,436
0,20,564,562,571,536
0,0,571,538,504,601
0,3,629,592,574,601
0,16,564,562,618,514
1,15,450,493,534,451
0,12,544,612,574,601
0,3,475,507,554,475
1,4,482,479,521,441
0,3,456,510,556,441
1,0,454,472,548,465
0,6,460,468,517,436
0,10,509,535,529,486
1,4,544,523,577,524
0,6,469,518,556,460
0,11,604,562,625,577
0,9,548,526,601,514
0,5,604,578,584,551
0,8,509,553,565,514
0,9,474,502,556,475
0,9,530,549,588,506
0,2,604,518,588,577
0,18,482,512,571,475
1,0,477,472,524,481
0,3,536,567,556,577
0,3,604,567,601,577
0,7,651,578,660,601
0,3,571,549,568,551
0,10,530,553,580,577
0,2,629,572,601,601
1,17,450,488,534,460
0,2,488,490,538,460
0,8,514,535,543,514
1,2,507,497,565,499
1,2,519,523,529,493
1,9,492,481,556,499
1,2,478,512,517,481
1,16,412,425,481,381
1,6,480,510,531,465
1,0,475,526,531,514
1,25,457,512,546,470
0,6,483,553,588,451
0,7,564,545,577,536
0,2,553,526,571,601
0,4,629,532,571,577
1,5,505,529,556,470
1,14,474,532,551,451
1,7,505,535,543,486
1,1,457,490,504,451
0,2,445,507,546,441
0,1,553,479,546,536
0,0,527,520,554,514
0,0,579,562,577,601
0,4,629,578,584,577
0,1,530,549,618,524
1,10,480,545,571,493
0,2,487,497,538,514
0,1,651,584,606,601
0,11,558,653,611,551
0,2,590,592,618,551
0,1,497,553,625,506
0,8,579,567,568,577
1,7,485,523,536,486
1,6,441,444,526,421
1,13,485,532,611,465
1,11,524,567,634,506
0,0,533,538,625,536
1,1,553,538,551,551
1,6,499,520,562,486
0,2,590,545,562,601
0,9,629,526,541,601
1,0,507,512,562,514
0,21,629,601,634,601
0,0,629,592,660,601
0,1,544,515,571,551
0,13,477,515,551,426
0,7,629,627,596,601
1,7,512,526,618,551
1,5,548,627,556,536
1,24,453,484,512,446
1,0,553,545,546,536
0,1,482,497,554,486
0,4,477,542,596,499
1,2,454,500,548,451
0,8,579,584,596,536
1,5,454,468,526,426
0,12,564,601,611,601
1,2,475,520,531,475
0,2,533,572,584,514
1,11,497,470,521,493
1,6,544,538,546,601
1,11,480,523,562,475
1,2,553,515,606,551
1,1,501,497,541,514
1,12,564,532,571,601
1,8,431,493,498,426
0,2,507,507,551,514
0,4,558,572,571,514
1,6,492,520,541,499
1,1,505,529,538,493
1,8,579,592,577,551
0,10,524,529,526,524
1,8,454,481,524,451
1,14,509,532,577,551
1,2,430,474,519,441
1,1,488,493,538,493
0,0,530,532,568,536
0,13,507,523,584,524
0,2,558,523,574,551
1,0,527,520,548,536
0,3,501,542,559,499
1,8,512,538,538,601
1,3,512,523,592,551
1,6,492,532,554,481
1,3,527,529,554,536
1,13,462,510,554,460
1,6,426,461,517,451
0,5,521,512,606,514
1,20,444,493,559,436
1,3,478,481,512,475
1,8,450,461,536,451
1,7,494,493,536,481
0,0,462,497,504,486
1,1,492,538,548,460
1,3,490,488,514,475
1,1,447,436,521,475
1,5,579,553,601,577
0,13,442,468,559,416
1,3,439,515,536,431
1,4,503,486,543,536
1,2,441,474,554,416
0,11,516,532,546,551
1,10,490,512,568,486
0,5,590,572,556,601
0,3,459,497,526,460
1,13,441,458,506,416
1,1,494,500,519,486
0,11,495,520,546,493
1,6,482,529,559,486
1,36,456,470,514,451
1,11,651,676,601,601
0,5,490,507,546,506
1,8,459,472,538,460
0,1,505,553,565,524
1,14,450,515,556,456
0,4,524,535,592,493
1,2,564,601,548,551
0,1,571,592,601,514
0,11,524,538,538,577
1,14,477,477,509,493
1,7,433,481,531,404
1,3,536,549,556,514
0,3,548,557,580,577
0,5,629,549,554,601
1,2,451,505,559,441
0,4,629,567,601,601
1,1,604,592,588,551
0,5,564,542,577,536
0,6,454,505,548,446
0,3,604,562,568,601
0,18,488,532,541,470
